,Year,COUNTY,OSHPD_ID,Facility Name,Licensed Bed Classification,License Bed Designation,Licensed Bed Day,Discharges,Census Day,Intra Hospital Transfer from Critical Care,available beds,County labels,Facility Label,Beds Required('Predicted')
2866,2005-01-01,Madera,106204019.0,CHILDRENS HOSPITAL CENTRAL CALIFORNIA,General Acute Care,Intensive Care,10220.0,324.0,7128.0,1646,5062.0,66,51,5062.0
2880,2005-01-01,Marin,106210992.0,KAISER FND HOSP - SAN RAFAEL,General Acute Care,Intensive Care,4380.0,202.0,2695.0,674,2561.0,67,202,2561.0
2908,2005-01-01,Marin,106211006.0,MARIN GENERAL HOSPITAL,General Acute Care,Intensive Care,3650.0,129.0,2620.0,774,1933.0,67,321,1932.9999999999998
2922,2005-01-01,Marin,106214034.0,NOVATO COMMUNITY HOSPITAL,General Acute Care,Intensive Care,1460.0,174.0,1323.0,442,753.0,67,369,752.9999999999994
2950,2005-01-01,Mendocino,106230949.0,FRANK R HOWARD MEMORIAL HOSPITAL,General Acute Care,Intensive Care,1460.0,54.0,219.0,50,1345.0,68,127,1344.9999999999989
2964,2005-01-01,Mendocino,106231013.0,MENDOCINO COAST DISTRICT HOSPITAL,General Acute Care,Intensive Care,1460.0,217.0,939.0,123,861.0,68,332,860.9999999999994
2978,2005-01-01,Mendocino,106231396.0,UKIAH VALLEY MEDICAL CENTER/HOSPITAL DRIVE,General Acute Care,Intensive Care,2190.0,225.0,1134.0,360,1641.0,68,554,1640.999999999999
3006,2005-01-01,Merced,106240924.0,MEMORIAL HOSPITAL LOS BANOS,General Acute Care,Intensive Care,1460.0,53.0,635.0,93,971.0,69,328,970.999999999999
3020,2005-01-01,Merced,106240942.0,MERCY MEDICAL CENTER MERCED-COMMUNITY CAMPUS,General Acute Care,Intensive Care,5840.0,856.0,4289.0,0,2407.0,69,341,2407.0000000000023
3034,2005-01-01,Merced,106240948.0,MERCY MEDICAL CENTER MERCED-DOMINICAN CAMPUS,General Acute Care,Intensive Care,3650.0,0.0,0.0,0,3650.0,69,342,3649.999999999998
3076,2005-01-01,Mono,106260011.0,MAMMOTH HOSPITAL,General Acute Care,Intensive Care,730.0,12.0,19.0,0,723.0,70,318,722.9999999999985
3088,2005-01-01,Monterey,106270744.0,COMMUNITY HOSPITAL MONTEREY PENINSULA,General Acute Care,Intensive Care,1825.0,85.0,962.0,0,948.0,71,72,947.9999999999993
3102,2005-01-01,Monterey,106270777.0,GEORGE L MEE MEMORIAL HOSPITAL,General Acute Care,Intensive Care,1460.0,211.0,940.0,132,863.0,71,137,862.9999999999994
3116,2005-01-01,Monterey,106270875.0,SALINAS VALLEY MEMORIAL HOSPITAL,General Acute Care,Intensive Care,2190.0,162.0,2742.0,839,449.0,71,433,448.99999999999983
3130,2005-01-01,Monterey,106274043.0,NATIVIDAD MEDICAL CENTER,General Acute Care,Intensive Care,3650.0,225.0,1701.0,0,2174.0,71,362,2173.9999999999995
3144,2005-01-01,Napa,106281047.0,QUEEN OF THE VALLEY HOSPITAL - NAPA,General Acute Care,Intensive Care,5840.0,271.0,4830.0,908,2189.0,72,416,2189.000000000001
3158,2005-01-01,Napa,106281078.0,ST. HELENA HOSPITAL,General Acute Care,Intensive Care,4380.0,100.0,2378.0,426,2528.0,72,496,2527.9999999999986
3172,2005-01-01,Nevada,106291023.0,SIERRA NEVADA MEMORIAL HOSPITAL,General Acute Care,Intensive Care,730.0,127.0,765.0,279,371.0,73,469,370.99999999999915
3186,2005-01-01,Nevada,106291053.0,TAHOE FOREST HOSPITAL,General Acute Care,Intensive Care,2190.0,288.0,1281.0,0,1197.0,73,534,1197.0
3201,2005-01-01,Orange,106300032.0,CHILDRENS HOSPITAL OF ORANGE COUNTY,General Acute Care,Intensive Care,13140.0,567.0,10260.0,1460,4907.0,74,53,4907.000000000004
3215,2005-01-01,Orange,106300225.0,ORANGE COAST MEMORIAL MEDICAL CENTER,General Acute Care,Intensive Care,7665.0,310.0,4411.0,1309,4873.0,74,376,4873.0
3228,2005-01-01,Orange,106301097.0,ANAHEIM GENERAL HOSPITAL,General Acute Care,Intensive Care,4380.0,203.0,839.0,268,4012.0,74,13,4011.999999999999
3242,2005-01-01,Orange,106301098.0,ANAHEIM MEMORIAL MEDICAL CENTER,General Acute Care,Intensive Care,8030.0,468.0,5982.0,1543,4059.0,74,15,4059.0000000000014
3271,2005-01-01,Orange,106301127.0,KINDRED HOSPITAL BREA,General Acute Care,Intensive Care,1460.0,50.0,1283.0,85,312.0,74,273,311.99999999999943
3285,2005-01-01,Orange,106301132.0,KAISER FND HOSP - ANAHEIM,General Acute Care,Intensive Care,4380.0,525.0,3998.0,1040,1947.0,74,172,1947.0000000000005
3299,2005-01-01,Orange,106301140.0,CHAPMAN MEDICAL CENTER,General Acute Care,Intensive Care,4380.0,153.0,1088.0,327,3772.0,74,46,3771.999999999998
3314,2005-01-01,Orange,106301155.0,COLLEGE HOSPITAL COSTA MESA,General Acute Care,Intensive Care,1460.0,0.0,0.0,0,1460.0,74,67,1459.9999999999984
3328,2005-01-01,Orange,106301167.0,KINDRED HOSPITAL - SANTA ANA,General Acute Care,Intensive Care,2555.0,56.0,1362.0,126,1375.0,74,270,1374.999999999999
3342,2005-01-01,Orange,106301175.0,FOUNTAIN VALLEY RGNL HOSP AND MED CTR - EUCLID,General Acute Care,Intensive Care,13140.0,599.0,10198.0,1499,5040.0,74,126,5040.000000000004
3356,2005-01-01,Orange,106301205.0,HOAG MEMORIAL HOSPITAL PRESBYTERIAN,General Acute Care,Intensive Care,9125.0,203.0,4748.0,2506,7086.0,74,159,7085.999999999998
3370,2005-01-01,Orange,106301209.0,HUNTINGTON BEACH HOSPITAL,General Acute Care,Intensive Care,2190.0,84.0,1320.0,187,1141.0,74,163,1140.9999999999989
3384,2005-01-01,Orange,106301234.0,LA PALMA INTERCOMMUNITY HOSPITAL,General Acute Care,Intensive Care,1460.0,94.0,826.0,215,943.0,74,279,942.9999999999991
3398,2005-01-01,Orange,106301248.0,LOS ALAMITOS MEDICAL CENTER,General Acute Care,Intensive Care,3285.0,254.0,2561.0,602,1580.0,74,302,1579.9999999999998
3411,2005-01-01,Orange,106301258.0,COASTAL COMMUNITIES HOSPITAL,General Acute Care,Intensive Care,3285.0,120.0,1256.0,0,2149.0,74,66,2148.9999999999995
3425,2005-01-01,Orange,106301262.0,MISSION HOSPITAL REGIONAL MEDICAL CENTER,General Acute Care,Intensive Care,4380.0,152.0,3411.0,834,1955.0,74,353,1954.9999999999993
3439,2005-01-01,Orange,106301279.0,UNIVERSITY OF CALIFORNIA IRVINE MEDICAL CENTER,General Acute Care,Intensive Care,17520.0,1061.0,15485.0,2682,5778.0,74,561,5778.000000000007
3453,2005-01-01,Orange,106301283.0,GARDEN GROVE HOSPITAL AND MEDICAL CENTER,General Acute Care,Intensive Care,4380.0,358.0,3320.0,0,1418.0,74,132,1418.000000000001
3467,2005-01-01,Orange,106301297.0,PLACENTIA LINDA HOSPITAL,General Acute Care,Intensive Care,1460.0,103.0,755.0,224,1032.0,74,398,1031.9999999999989
3494,2005-01-01,Orange,106301317.0,SADDLEBACK MEMORIAL MEDICAL CENTER,General Acute Care,Intensive Care,11315.0,379.0,6117.0,1793,7370.0,74,430,7370.0
3508,2005-01-01,Orange,106301325.0,SADDLEBACK MEMORIAL MEDICAL CENTER - SAN CLEMENTE,General Acute Care,Intensive Care,2555.0,161.0,1244.0,410,1882.0,74,432,1881.9999999999993
3523,2005-01-01,Orange,106301337.0,SOUTH COAST MEDICAL CENTER,General Acute Care,Intensive Care,3650.0,258.0,1463.0,0,2445.0,74,484,2444.9999999999995
3537,2005-01-01,Orange,106301340.0,ST. JOSEPH HOSPITAL - ORANGE,General Acute Care,Intensive Care,11315.0,563.0,5963.0,1566,7481.0,74,503,7481.000000000002
3551,2005-01-01,Orange,106301342.0,ST. JUDE MEDICAL CENTER,General Acute Care,Intensive Care,11680.0,828.0,7896.0,2064,6676.0,74,506,6676.000000000002
3565,2005-01-01,Orange,106301357.0,TUSTIN HOSPITAL MEDICAL CENTER,General Acute Care,Intensive Care,5475.0,189.0,721.0,243,5186.0,74,544,5186.0
3579,2005-01-01,Orange,106301379.0,WEST ANAHEIM MEDICAL CENTER,General Acute Care,Intensive Care,3650.0,260.0,2290.0,429,2049.0,74,586,2049.0
3593,2005-01-01,Orange,106301380.0,KINDRED HOSPITAL WESTMINSTER,General Acute Care,Intensive Care,5840.0,120.0,4786.0,368,1542.0,74,278,1542.0000000000007
3607,2005-01-01,Orange,106301566.0,WESTERN MEDICAL CENTER - SANTA ANA,General Acute Care,Intensive Care,15330.0,1723.0,7451.0,2316,11918.0,74,589,11918.000000000005
3636,2005-01-01,Orange,106304045.0,IRVINE REGIONAL HOSPITAL AND MEDICAL CENTER,General Acute Care,Intensive Care,4380.0,353.0,3057.0,1009,2685.0,74,165,2685.0
3663,2005-01-01,Orange,106304113.0,CHILDRENS HOSPITAL AT MISSION,General Acute Care,Intensive Care,2920.0,251.0,1175.0,136,2132.0,74,50,2131.999999999999
3691,2005-01-01,Placer,106310791.0,SUTTER AUBURN FAITH HOSPITAL,General Acute Care,Intensive Care,1460.0,115.0,1166.0,498,907.0,75,520,906.9999999999991
3705,2005-01-01,Placer,106311000.0,SUTTER ROSEVILLE MEDICAL CENTER,General Acute Care,Intensive Care,8760.0,692.0,6712.0,1316,4056.0,75,530,4056.0000000000023
3719,2005-01-01,Placer,106314024.0,KAISER FND HOSP - SACRAMENTO/ROSEVILLE-EUREKA,General Acute Care,Intensive Care,7300.0,487.0,5448.0,1287,3626.0,75,196,3626.0000000000014
3831,2005-01-01,Riverside,106331152.0,CORONA REGIONAL MEDICAL CENTER-MAIN,General Acute Care,Intensive Care,2190.0,519.0,2955.0,0,-246.0,76,85,-245.9999999999985
3845,2005-01-01,Riverside,106331164.0,DESERT REGIONAL MEDICAL CENTER,General Acute Care,Intensive Care,8395.0,480.0,7662.0,1636,2849.0,76,88,2849.0000000000023
3859,2005-01-01,Riverside,106331168.0,EISENHOWER MEMORIAL HOSPITAL,General Acute Care,Intensive Care,6570.0,239.0,5312.0,1501,2998.0,76,107,2998.000000000001
3873,2005-01-01,Riverside,106331194.0,HEMET VALLEY MEDICAL CENTER,General Acute Care,Intensive Care,6570.0,693.0,6340.0,0,923.0,76,153,923.0000000000038
3887,2005-01-01,Riverside,106331216.0,JOHN F KENNEDY MEMORIAL HOSPITAL,General Acute Care,Intensive Care,5840.0,396.0,3598.0,831,3469.0,76,166,3469.0000000000005
3915,2005-01-01,Riverside,106331293.0,PARKVIEW COMMUNITY HOSPITAL MEDICAL CENTER,General Acute Care,Intensive Care,4745.0,255.0,3524.0,766,2242.0,76,392,2242.0000000000005
3929,2005-01-01,Riverside,106331312.0,RIVERSIDE COMMUNITY HOSPITAL,General Acute Care,Intensive Care,8030.0,213.0,5659.0,1305,3889.0,76,426,3889.0000000000014
3943,2005-01-01,Riverside,106331326.0,SAN GORGONIO MEMORIAL HOSPITAL,General Acute Care,Intensive Care,2190.0,151.0,1794.0,199,746.0,76,439,745.9999999999998
3957,2005-01-01,Riverside,106334001.0,SOUTHWEST HEALTHCARE SYSTEM-WILDOMAR,General Acute Care,Intensive Care,2920.0,332.0,3058.0,838,1032.0,76,490,1032.0000000000005
3971,2005-01-01,Riverside,106334018.0,MENIFEE VALLEY MEDICAL CENTER,General Acute Care,Intensive Care,1825.0,199.0,1675.0,0,349.0,76,333,349.0
3985,2005-01-01,Riverside,106334025.0,KAISER FND HOSP - RIVERSIDE,General Acute Care,Intensive Care,4015.0,274.0,3110.0,650,1829.0,76,193,1829.0000000000002
3999,2005-01-01,Riverside,106334048.0,MORENO VALLEY COMMUNITY HOSPITAL,General Acute Care,Intensive Care,1825.0,195.0,1566.0,0,454.0,76,358,453.9999999999999
4013,2005-01-01,Riverside,106334068.0,SOUTHWEST HEALTHCARE SYSTEM-MURRIETA,General Acute Care,Intensive Care,2555.0,197.0,2604.0,563,711.0,76,489,710.9999999999999
4041,2005-01-01,Riverside,106334487.0,RIVERSIDE COUNTY REGIONAL MEDICAL CENTER,General Acute Care,Intensive Care,16060.0,561.0,8051.0,1605,10175.0,76,428,10175.000000000002
4055,2005-01-01,Sacramento,106340913.0,KAISER FND HOSP - SACRAMENTO/ROSEVILLE-MORSE,General Acute Care,Intensive Care,9125.0,392.0,5021.0,855,5351.0,77,197,5351.000000000002
4069,2005-01-01,Sacramento,106340947.0,MERCY GENERAL HOSPITAL,General Acute Care,Intensive Care,9490.0,0.0,0.0,0,9490.0,77,334,9489.999999999996
4083,2005-01-01,Sacramento,106340950.0,MERCY SAN JUAN HOSPITAL,General Acute Care,Intensive Care,9125.0,564.0,7050.0,860,3499.0,77,344,3499.0000000000027
4097,2005-01-01,Sacramento,106340951.0,METHODIST HOSPITAL OF SACRAMENTO,General Acute Care,Intensive Care,3650.0,233.0,2994.0,720,1609.0,77,346,1609.0000000000002
4111,2005-01-01,Sacramento,106341006.0,UNIVERSITY OF CALIFORNIA DAVIS MEDICAL CENTER,General Acute Care,Intensive Care,24090.0,1140.0,22138.0,3302,6394.0,77,559,6394.000000000011
4125,2005-01-01,Sacramento,106341051.0,SUTTER GENERAL HOSPITAL,General Acute Care,Intensive Care,8760.0,389.0,6599.0,1598,4148.0,77,524,4148.000000000002
4139,2005-01-01,Sacramento,106341052.0,SUTTER MEMORIAL HOSPITAL,General Acute Care,Intensive Care,8760.0,104.0,3077.0,1230,7017.0,77,529,7016.999999999998
4153,2005-01-01,Sacramento,106342344.0,KAISER FND HOSP - SOUTH SACRAMENTO,General Acute Care,Intensive Care,3650.0,331.0,3012.0,589,1558.0,77,207,1558.0000000000007
4223,2005-01-01,Sacramento,106344029.0,MERCY HOSPITAL - FOLSOM,General Acute Care,Intensive Care,2920.0,362.0,2114.0,0,1168.0,77,336,1168.0000000000005
4237,2005-01-01,Sacramento,106344035.0,KINDRED HOSPITAL - SACRAMENTO,General Acute Care,Intensive Care,1460.0,36.0,1426.0,80,150.0,77,265,149.9999999999993
4251,2005-01-01,San Benito,106350784.0,HAZEL HAWKINS MEMORIAL HOSPITAL,General Acute Care,Intensive Care,2920.0,281.0,1332.0,413,2282.0,78,150,2281.9999999999995
4265,2005-01-01,San Bernardino,106361105.0,BARSTOW COMMUNITY HOSPITAL,General Acute Care,Intensive Care,1460.0,311.0,1350.0,318,739.0,79,23,738.9999999999998
4293,2005-01-01,San Bernardino,106361144.0,CHINO VALLEY MEDICAL CENTER,General Acute Care,Intensive Care,5110.0,347.0,2432.0,0,3025.0,79,55,3025.0000000000005
4307,2005-01-01,San Bernardino,106361166.0,DOCTORS HOSPITAL MEDICAL CENTER OF MONTCLAIR,General Acute Care,Intensive Care,2920.0,245.0,1545.0,449,2069.0,79,90,2068.9999999999995
4321,2005-01-01,San Bernardino,106361223.0,KAISER FND HOSP - FONTANA,General Acute Care,Intensive Care,12410.0,705.0,10488.0,2216,4843.0,79,175,4843.000000000004
4335,2005-01-01,San Bernardino,106361245.0,LOMA LINDA UNIV. MED. CENTER EAST CAMPUS HOSPITAL,General Acute Care,Intensive Care,2920.0,144.0,1307.0,0,1757.0,79,291,1756.9999999999995
4349,2005-01-01,San Bernardino,106361246.0,LOMA LINDA UNIVERSITY MEDICAL CENTER,General Acute Care,Intensive Care,68985.0,7698.0,56344.0,0,20339.0,79,296,20339.000000000036
4377,2005-01-01,San Bernardino,106361274.0,KINDRED HOSPITAL ONTARIO,General Acute Care,Intensive Care,2555.0,125.0,2004.0,470,1146.0,79,274,1145.9999999999995
4391,2005-01-01,San Bernardino,106361308.0,REDLANDS COMMUNITY HOSPITAL,General Acute Care,Intensive Care,4380.0,223.0,1232.0,0,3371.0,79,421,3370.9999999999995
4405,2005-01-01,San Bernardino,106361318.0,SAN ANTONIO COMMUNITY HOSPITAL,General Acute Care,Intensive Care,4380.0,285.0,3826.0,750,1589.0,79,434,1589.0000000000005
4419,2005-01-01,San Bernardino,106361323.0,COMMUNITY HOSPITAL OF SAN BERNARDINO,General Acute Care,Intensive Care,4015.0,326.0,4849.0,867,359.0,79,76,359.0000000000012
4434,2005-01-01,San Bernardino,106361339.0,ST. BERNARDINE MEDICAL CENTER,General Acute Care,Intensive Care,9855.0,477.0,9273.0,2875,3934.0,79,492,3934.0000000000027
4448,2005-01-01,San Bernardino,106361343.0,ST. MARY REGIONAL MEDICAL CENTER,General Acute Care,Intensive Care,7300.0,504.0,5869.0,0,1935.0,79,513,1935.0000000000025
4462,2005-01-01,San Bernardino,106361370.0,VICTOR VALLEY COMMUNITY HOSPITAL,General Acute Care,Intensive Care,3650.0,98.0,1662.0,648,2734.0,79,578,2733.999999999999
4476,2005-01-01,San Bernardino,106362041.0,HI-DESERT MEDICAL CENTER,General Acute Care,Intensive Care,1460.0,117.0,1062.0,319,834.0,79,156,833.9999999999991
4546,2005-01-01,San Bernardino,106364144.0,DESERT VALLEY HOSPITAL,General Acute Care,Intensive Care,2190.0,173.0,1958.0,509,914.0,79,89,913.9999999999995
4560,2005-01-01,San Bernardino,106364188.0,RANCHO SPECIALTY HOSPITAL,General Acute Care,Intensive Care,2920.0,0.0,17.0,0,2903.0,79,419,2902.999999999998
4574,2005-01-01,San Bernardino,106364231.0,ARROWHEAD REGIONAL MEDICAL CENTER,General Acute Care,Intensive Care,17520.0,671.0,2603.0,0,15588.0,79,19,15587.999999999996
4588,2005-01-01,San Diego,106370652.0,ALVARADO HOSPITAL MEDICAL CENTER,General Acute Care,Intensive Care,6570.0,423.0,4374.0,1170,3789.0,80,12,3789.0000000000005
4603,2005-01-01,San Diego,106370658.0,SCRIPPS MERCY HOSPITAL - CHULA VISTA,General Acute Care,Intensive Care,8760.0,1100.0,6515.0,2250,5595.0,80,457,5595.000000000002
4617,2005-01-01,San Diego,106370673.0,CHILDRENS HOSPITAL - SAN DIEGO,General Acute Care,Intensive Care,10950.0,640.0,10161.0,130,1559.0,80,47,1559.0000000000055
4631,2005-01-01,San Diego,106370689.0,SHARP CORONADO HOSPITAL AND HEALTHCARE CENTER,General Acute Care,Intensive Care,1095.0,62.0,425.0,98,830.0,80,463,829.9999999999987
4645,2005-01-01,San Diego,106370693.0,SHARP CABRILLO HOSPITAL,General Acute Care,Intensive Care,3650.0,0.0,0.0,0,3650.0,80,460,3649.999999999998
4659,2005-01-01,San Diego,106370694.0,SHARP MEMORIAL HOSPITAL,General Acute Care,Intensive Care,9490.0,337.0,8250.0,2086,3663.0,80,464,3663.0000000000005
4687,2005-01-01,San Diego,106370705.0,FALLBROOK HOSPITAL DISTRICT,General Acute Care,Intensive Care,1460.0,198.0,1099.0,0,559.0,80,120,558.9999999999995
4700,2005-01-01,San Diego,106370714.0,GROSSMONT HOSPITAL,General Acute Care,Intensive Care,16790.0,446.0,10017.0,2446,9665.0,80,148,9664.999999999998
4714,2005-01-01,San Diego,106370721.0,KINDRED HOSPITAL - SAN DIEGO,General Acute Care,Intensive Care,2920.0,3.0,737.0,58,2244.0,80,266,2243.9999999999986
4728,2005-01-01,San Diego,106370730.0,KAISER FND HOSP - SAN DIEGO,General Acute Care,Intensive Care,8760.0,450.0,6226.0,1559,4543.0,80,198,4543.000000000002
4742,2005-01-01,San Diego,106370744.0,SCRIPPS MERCY HOSPITAL,General Acute Care,Intensive Care,8030.0,429.0,8734.0,1015,740.0,80,456,740.0000000000036
4770,2005-01-01,San Diego,106370755.0,PALOMAR MEDICAL CENTER,General Acute Care,Intensive Care,7665.0,271.0,6257.0,1678,3357.0,80,389,3357.0000000000014
4784,2005-01-01,San Diego,106370759.0,PARADISE VALLEY HOSPITAL,General Acute Care,Intensive Care,3650.0,220.0,2904.0,744,1710.0,80,390,1710.0
4798,2005-01-01,San Diego,106370771.0,SCRIPPS MEMORIAL HOSPITAL - LA JOLLA,General Acute Care,Intensive Care,10585.0,465.0,9054.0,762,2758.0,80,455,2758.000000000004
4812,2005-01-01,San Diego,106370780.0,TRI-CITY MEDICAL CENTER,General Acute Care,Intensive Care,5110.0,193.0,3079.0,954,3178.0,80,538,3178.0
4826,2005-01-01,San Diego,106370782.0,UNIVERSITY OF CALIF-SAN DIEGO MEDICAL CENTER,General Acute Care,Intensive Care,13870.0,609.0,8933.0,721,6267.0,80,558,6267.000000000004
4840,2005-01-01,San Diego,106370787.0,UNIVERSITY COMMUNITY MEDICAL CENTER,General Acute Care,Intensive Care,1825.0,65.0,516.0,0,1374.0,80,555,1373.999999999999
4854,2005-01-01,San Diego,106370875.0,SHARP CHULA VISTA MEDICAL CENTER,General Acute Care,Intensive Care,14965.0,367.0,7090.0,1418,9660.0,80,461,9660.0
4868,2005-01-01,San Diego,106370977.0,POMERADO HOSPITAL,General Acute Care,Intensive Care,4380.0,186.0,2314.0,1132,3384.0,80,399,3383.999999999998
4882,2005-01-01,San Diego,106371256.0,SCRIPPS GREEN HOSPITAL,General Acute Care,Intensive Care,4380.0,653.0,3156.0,1198,3075.0,80,453,3075.0000000000005
4896,2005-01-01,San Diego,106371394.0,SCRIPPS MEMORIAL HOSPITAL - ENCINITAS,General Acute Care,Intensive Care,7300.0,375.0,6249.0,1231,2657.0,80,454,2657.000000000002
4995,2005-01-01,San Diego,106374141.0,"UCSD-LA JOLLA, JOHN M AND SALLY B. THORNTON HOSPITAL",General Acute Care,Intensive Care,4380.0,99.0,3572.0,414,1321.0,80,547,1320.9999999999998
5051,2005-01-01,San Francisco,106380857.0,KAISER FND HOSP - GEARY S F,General Acute Care,Intensive Care,11680.0,352.0,8626.0,2109,5515.0,81,178,5515.000000000002
5093,2005-01-01,San Francisco,106380895.0,UCSF MEDICAL CENTER AT MOUNT ZION,General Acute Care,Intensive Care,2555.0,31.0,1193.0,340,1733.0,81,552,1732.9999999999986
5107,2005-01-01,San Francisco,106380929.0,CALIFORNIA PACIFIC MED CTR-PACIFIC CAMPUS,General Acute Care,Intensive Care,10585.0,0.0,14727.0,615,-3527.0,81,36,-3526.9999999999936
5121,2005-01-01,San Francisco,106380933.0,CALIFORNIA PACIFIC MED CTR-DAVIES CAMPUS,General Acute Care,Intensive Care,2920.0,0.0,3461.0,320,-221.0,81,34,-220.9999999999998
5135,2005-01-01,San Francisco,106380939.0,SAN FRANCISCO GENERAL HOSPITAL,General Acute Care,Intensive Care,8030.0,400.0,8185.0,1277,1522.0,81,437,1522.0000000000032
5149,2005-01-01,San Francisco,106380960.0,ST. FRANCIS MEMORIAL HOSPITAL,General Acute Care,Intensive Care,3650.0,283.0,4577.0,0,-644.0,81,495,-643.9999999999978
5163,2005-01-01,San Francisco,106380964.0,ST. LUKES HOSPITAL,General Acute Care,Intensive Care,3650.0,260.0,2317.0,675,2268.0,81,508,2267.9999999999995
5177,2005-01-01,San Francisco,106380965.0,"ST. MARYS MEDICAL CENTER, SAN FRANCISCO",General Acute Care,Intensive Care,13505.0,1181.0,3718.0,0,10968.0,81,514,10968.000000000002
5191,2005-01-01,San Francisco,106381154.0,UCSF MEDICAL CENTER,General Acute Care,Intensive Care,25185.0,739.0,20618.0,4076,9382.0,81,550,9382.000000000005
5205,2005-01-01,San Francisco,106382715.0,CHINESE HOSPITAL,General Acute Care,Intensive Care,1825.0,41.0,991.0,64,939.0,81,54,938.9999999999991
5219,2005-01-01,San Joaquin,106390846.0,DAMERON HOSPITAL,General Acute Care,Intensive Care,4380.0,331.0,3807.0,432,1336.0,82,86,1336.000000000001
5247,2005-01-01,San Joaquin,106390923.0,LODI MEMORIAL HOSPITAL,General Acute Care,Intensive Care,3650.0,337.0,2645.0,0,1342.0,82,289,1342.000000000001
5261,2005-01-01,San Joaquin,106391010.0,SAN JOAQUIN GENERAL HOSPITAL,General Acute Care,Intensive Care,5840.0,367.0,5331.0,0,876.0,82,441,876.0000000000022
5275,2005-01-01,San Joaquin,106391042.0,ST. JOSEPHS MEDICAL CENTER OF STOCKTON,General Acute Care,Intensive Care,3650.0,148.0,3008.0,888,1678.0,82,505,1678.0
5289,2005-01-01,San Joaquin,106391056.0,SUTTER TRACY COMMUNITY HOSPITAL,General Acute Care,Intensive Care,2675.0,211.0,1495.0,262,1653.0,82,533,1652.9999999999993
5317,2005-01-01,San Joaquin,106392287.0,DOCTORS HOSPITAL OF MANTECA,General Acute Care,Intensive Care,2920.0,522.0,1844.0,0,1598.0,82,91,1598.0000000000007
5345,2005-01-01,San Joaquin,106394009.0,KAISER FOUNDATION HOSPITAL - MANTECA,General Acute Care,Intensive Care,2190.0,229.0,1749.0,385,1055.0,82,225,1054.9999999999995
5359,2005-01-01,San Luis Obispo,106400466.0,ARROYO GRANDE COMMUNITY HOSPITAL,General Acute Care,Intensive Care,2920.0,250.0,1178.0,0,1992.0,83,20,1991.9999999999993
